date,season,weight_status,P_total,A_accounts,C_accounts,M_boss,C_boss,residual_C_to_M_productivity_assumed,main_residual,main_total,challenger_total,q_main,q_main_sep2025_100,own_scenario_baseline
2024-12-26,1,valid,317.4237584807757,385974.0,340543.0,182.57247973221627,53.00491347064342,0.5,56.79249358741482,239.36497331963108,78.05878516114461,0.0006201582835103688,52.076854427116004,0.001190852040378724
2025-01-02,1,valid,322.0391789880691,361956.0,351168.0,181.2091798553808,63.2023655925861,0.5,52.271063968525596,233.4802438239064,88.55893516416273,0.0006450514532813557,54.16722073014305,0.001190852040378724
2025-01-09,1,valid,317.0601192892926,342976.0,330152.0,181.8753034250811,62.5362420228858,0.5,49.043635812480844,230.91893923756197,86.1411800517306,0.0006732801689843078,56.537684460798836,0.001190852040378724
2025-01-16,1,valid,319.2819147889066,338246.0,307111.0,181.4257285194338,68.87525175860466,0.5,47.44297277369651,228.8687012931303,90.41321349577629,0.0006766338738466391,56.81930675715605,0.001190852040378724
2025-01-23,1,valid,319.2819147889066,326928.0,277133.0,182.1314205557141,65.22484230728855,0.5,50.515117864619086,232.64653842033317,86.63537636857342,0.0007116139896868215,59.756709108925776,0.001190852040378724
2025-01-30,1,valid,334.5827330767191,320285.0,257133.0,184.26014831107523,68.98554938199892,0.5,58.03931228446542,242.29946059554064,92.28327248117844,0.0007565120458202558,63.526955504872284,0.001190852040378724
2025-02-06,1,valid,325.9245075774975,315231.0,237813.0,185.33524413326631,67.91045355980783,0.5,52.77271352665149,238.10795765991782,87.81654991757966,0.0007553443590887882,63.42890077667145,0.001190852040378724
2025-02-13,1,valid,326.38083031711204,313952.0,216696.0,184.7526349757307,68.49306271734343,0.5,54.37111332602879,239.1237483017595,87.25708201535255,0.0007616570313352343,63.95899788633743,0.001190852040378724
2025-02-20,1,valid,341.57979048647695,324696.0,200373.0,190.20748841980264,71.87236151837877,0.5,60.754003039121116,250.96149145892377,90.61829902755318,0.0007729121746462038,64.90413153261225,0.001190852040378724
2025-02-27,1,valid,341.7352688714439,319263.0,222293.0,185.61800570759965,67.62769198547447,0.5,65.63852787431476,251.25653358191443,90.47873528952948,0.0007869892019492219,66.0862286215622,0.001190852040378724
2025-03-06,1,valid,320.6896608582932,309935.0,202226.0,186.9562371216038,60.40002574139886,0.5,55.29423986412874,242.25047698573255,78.43918387256068,0.0007816170390105427,65.63510935934298,0.001190852040378724
2025-03-13,1,valid,317.5858833322376,293566.0,179680.0,188.5291522519176,58.827110611085054,0.5,53.77335973529738,242.30251198721498,75.2833713450226,0.0008253766171396381,69.30975378579738,0.001190852040378724
2025-03-20,1,valid,320.86891157434496,289339.0,163262.0,191.0636965236355,59.23728375440295,0.5,55.039638443383645,246.10333496701915,74.76557660732581,0.0008505709046033171,71.42540599189903,0.001190852040378724
2025-03-27,1,valid,326.71454002143,286159.0,140011.0,195.4148909620656,54.88608931597291,0.5,61.394181179228106,256.8090721412937,69.90546788013631,0.0008974348950803355,75.36073875264356,0.001190852040378724
2025-04-03,1,valid,326.71454002143,279071.0,126230.0,197.07987814970784,50.27638471329481,0.5,64.72092302104555,261.8008011707534,64.91373885067662,0.0009381153941855421,78.77682217239979,0.001190852040378724
2025-04-10,1,valid,330.76355110048036,274058.0,110998.0,207.6567410839969,39.69952177900574,0.5,69.36109565200154,277.01783673599846,53.7457143644819,0.0010108000377146388,84.88040524271817,0.001190852040378724
